token_custom_plus	2.0.x:102;8.x-1.x:20
basicshib	2.0.x:74;2.1.x:634;3.0.x:248;8.x-1.x:1
mass_pwreset	2.0.x:20;2.1.x:590;2.x:1;7.x-1.x:178;8.x-1.x:12
viewsreference_extras	1.0.x:159
clean_files_entity	2.0.x:56;8.x-1.x:91
localgov_page	1.2.x:39
radix_layouts	7.x-1.x:6;7.x-3.x:2882;8.x-3.x:4;8.x-4.x:164;8.x-5.x:530
pager	2.0.x:34;3.0.x:121;3.1.x:3;8.x-1.x:24
gutenberg_uswds	1.0.x:5;1.1.x:102
menu_twig	2.0.x:3;3.0.x:25;8.x-1.x:42
charts_exposed_settings	1.0.x:8
insha	3.0.x:19;7.x-1.x:11
allowed_options	2.0.x:17
eca_quiz	1.0.x:8
alz	8.x-1.x:2
bssb_link_modifier	1.0.x:1
commerce_configurable_order_total	1.0.x:1
contact_activecampaign	1.0.x:1;1.1.x:1
themed_fast_404	1.0.x:1364
content_filter	1.0.x:24
car_zymphonies_theme	2.0.x:23;3.0.x:9;4.0.x:10;8.x-1.x:15
bulk_update_user_roles	1.0.x:4
number_scroller	2.0.x:3;8.x-1.x:244
simplesamlphp_auth	4.0.x:3941;4.1.x:6454;6.x-3.x:4;7.x-1.x:173;7.x-2.x:450;7.x-3.x:885;8.x-3.x:1316
entity_access_by_reference_field	1.0.x:15;1.1.x:86
drulma	2.0.x:96;8.x-1.x:22
localgov_elections	2.0.x:3;2.1.x:19;3.1.x:1;3.2.x:6;3.3.x:36
published_state_indicator	1.0.x:3
tracking_options	1.0.x:3
supported_image_swiper_formatter	1.0.x:2
content_access	2.0.x:5699;2.1.x:5735;5.x-1.x:21;6.x-1.x:652;7.x-1.x:13266;8.x-1.x:2251
twitter_block	4.0.x:1697;7.x-1.x:13;7.x-2.x:3011;8.x-2.x:58;8.x-3.x:6318
domain_registration	7.x-1.x:434;8.x-1.x:818
copyprevention	2.0.x:735;7.x-1.x:908;8.x-1.x:221
field_group_settings	4.0.x:456;8.x-3.x:5
dsfr4drupal	1.2.x:3;1.4.x:31;1.5.x:58
similar_reference	1.0.x:15
role_memory_limit	7.x-1.x:18;8.x-2.x:10
video_embed_twentythree	8.x-1.x:65
webform_number_limit	1.0.x:13;1.1.x:24
role_inheritance	2.1.x:5;6.x-1.x:1;8.x-1.x:30
filter_external_link_icon	1.0.x:15
graphics_zymphonies_theme	1.0.x:40;3.0.x:13
entity_fields_report	1.0.x:8
tavily	2.0.x:5
webform_javascript_setting	1.0.x:5
cookies	1.0.x:458;1.1.x:158;1.2.x:9656;2.0.x:1007
entity_link_formatter	1.0.x:7
consultation	1.1.x:3
file_download_token	2.0.x:2;8.x-1.x:15
view_password	6.0.x:14980;8.x-4.x:1;8.x-5.x:22
tablefield	3.0.x:8351;6.x-1.x:13;6.x-2.x:39;7.x-1.x:2;7.x-2.x:719;7.x-3.x:3310;8.x-2.x:4236
views_custom_cache_tag	8.x-1.x:7707
commerce_order_autovalidate	2.0.x:52;8.x-1.x:4
menu_link_destination	1.0.x:20
private_file_download_statistics_and_export_the_data	1.0.x:6
numbertoword	1.0.x:1
timezone_detect	7.x-1.x:329;8.x-1.x:417
cache_purge	1.0.x:23
messages	2.4.x:16
dark_mode_user	1.0.x:3
lightning_core	6.0.x:1818;6.1.x:3000;8.x-1.x:2;8.x-2.x:16;8.x-3.x:15;8.x-4.x:27;8.x-5.x:1370
jquery_minicolors	2.0.x:1510;2.1.x:666;8.x-1.x:298
config_translation_access	1.0.x:11;1.1.x:98;1.2.x:279
jquery_ui_selectable	2.0.x:52;2.1.x:115;8.x-1.x:315
accessible_back_to_top	1.1.x:18
commerce_inpost	8.x-1.x:11
comment_approver	2.0.x:9;8.x-1.x:2
flowdrop_agents	1.0.x:6
ckeditor_responsive_plugin	2.0.x:120;2.1.x:465;7.x-1.x:66;8.x-1.x:36
message_notify_eca	1.0.x:12
mdbootstrap	1.0.x:9
search_api_layout_block_filter	1.0.x:4
social_platform_links	1.0.x:3
tlsrpt	1.0.x:2
url_purge_aggregator	1.0.x:2
tocbot	2.0.x:988;8.x-1.x:11
ckeditor_layouts	1.0.x:10;1.1.x:50;2.0.x:8;2.1.x:553;2.x:3
n1ed	8.x-2.x:349
facet_range_list_item	1.0.x:106;1.2.x:271
alexa	7.x-1.x:2;8.x-1.x:10
block_button_modal	1.0.x:1;1.1.x:4
entity_uuid_lookup	1.0.x:4
solrlog	1.0.x:1
crawler_rate_limit	1.0.x:5;2.0.x:4;3.0.x:61;3.1.x:2058;3.2.x:187
graphql_twig	3.0.x:25;3.x:33;4.0.x:136;8.x-1.x:4
consent_mode	1.0.x:150
okta_user_sync	1.1.x:23
virustotal	7.x-2.x:1
password_strength	6.x-1.x:7;7.x-1.x:72;8.x-2.x:9225
imce_rename_plugin	2.0.x:2425;8.x-1.x:695
module_export	2.0.x:11;2.1.x:30;7.x-1.x:62;8.x-1.x:6
persistent_ids	1.0.x:11
ckeditor_div_manager	2.0.x:111;2.1.x:844;3.0.x:1902;8.x-1.x:90
float_labels	2.0.x:93;8.x-1.x:1
group_purl	2.0.x:53
local_taskbar	1.0.x:15
yg_news	2.0.x:13;8.x-1.x:7
http_queue	8.1.x:1
layout_builder_operation_link	1.0.x:104;2.0.x:7;2.1.x:364;2.2.x:8434
at_theme	1.4.x:284;2.0.x:177;3.0.x:3
logger	1.0.x:67;7.x-1.x:5
link_selection_handler	1.0.x:4
farm_ledger	2.2.x:3;3.0.x:51
helpdesk_integration	2.0.x:12
metatag_search_gov	1.0.x:8
media_filter	1.0.x:6
byte_theme	1.0.x:3314
feeds_para_mapper	7.x-1.x:30;8.x-1.x:978
adobe_launch	2.0.x:7;2.1.x:354;8.x-1.x:1
layout_builder_shortcuts	1.0.x:9
registration_extras	1.1.x:5
slick_extras	2.0.x:14327;7.x-2.x:1558;7.x-3.x:126;8.x-1.x:3631
comment_notify	5.x-2.x:1;6.x-1.x:214;7.x-1.x:1675;8.x-1.x:1578
domain_path	2.0.x:113;3.0.x:66;6.x-1.x:2;7.x-1.x:270;8.x-1.x:1163
contact_automatic_subject	0.1.x:11
components_extras	8.x-1.x:120
bootstrap_pages	8.x-1.x:13
commerce_reactions	2.0.x:3;8.x-1.x:1
ai_chatbot_plus	1.0.x:2
user_hash	2.0.x:4;2.1.x:12;7.x-1.x:1
onetimeloginlink	8.x-1.x:4
formtips	2.0.x:274;6.x-1.x:4;7.x-1.x:108;8.x-1.x:1025
azure_cdn_purge	1.0.x:56
views_user_term_filter	1.0.x:23
ept_sticky_menu	1.4.x:22
jwt	2.0.x:48;2.1.x:204;2.2.x:723;2.3.x:2371;2.x:8;3.x:3;8.x-1.x:539
pdf_slideshow	8.x-2.x:4;8.x-3.x:24
taxonomy_tree	1.0.x:7
vrssfa	2.0.x:6;3.0.x:1
elasticsearch_connector_suggester	2.0.x:3
group	2.0.x:11;2.1.x:10;2.2.x:348;2.3.x:3903;3.0.x:38;3.1.x:31;3.2.x:516;3.3.x:6813;4.0.x:19;7.x-1.x:310;8.x-1.x:4653
metatag_webform	1.0.x:1420
year_month_widget	1.0.x:6;1.1.x:525
readmore_extrafield	3.0.x:10;3.1.x:166;7.x-1.x:9;8.x-1.x:82;8.x-2.x:7
datetime_timezone	1.0.x:96
url_restrictions	3.0.x:37;8.x-2.x:23
help_scout_beacon	1.0.x:36
oh	3.2.x:12
phpmailer_smtp	2.0.x:342;2.1.x:273;2.2.x:5344;2.3.x:1523;2.4.x:3913;2.x:26;8.x-1.x:231
hubspot_embed	8.x-1.x:113
library_select	2.0.x:10;8.x-1.x:24
smsgateway_msg91	1.0.x:9
ab_paragraphs	1.0.x:10
backlinks	1.0.x:4
commerce_satispay	2.0.x:2;3.0.x:1;7.x-1.x:2;8.x-1.x:1
tragedy_commons	1.0.x:1
media_entity_usage	9.1.x:176
splio	3.1.x:1
instagram_media	1.1.x:6;1.2.x:256
messageclose	7.x-1.x:108;8.x-1.x:145
ai_provider_x	1.0.x:26
dev_modules	2.0.x:2;2.1.x:1
doccheck_basic	2.0.x:36;2.1.x:11;8.x-1.x:30
multilangng	1.0.x:1
bulk_update_fields	8.x-1.x:23;8.x-2.x:2322
custom_book_block	1.0.x:60;1.1.x:201;2.0.x:800
color_pickr	1.1.x:767
imagefieldzoom	3.0.x:128;8.x-1.x:64;8.x-2.x:10
varbase_media_header	10.0.x:15;10.1.x:8;8.x-7.x:6;9.0.x:17;9.1.x:30
bootstrap3	1.0.x:6;2.0.x:24
event_scheduler	2.0.x:16;2.1.x:4;2.3.x:21
saithru_connect	4.0.x:4
layout_builder_at	3.0.x:3003;8.x-2.x:2809
paragraphs_sets	3.0.x:2608;8.x-2.x:286
imce_multiple_roles_folders	1.0.x:41
layout_builder_animations	1.0.x:24
kalastatic	3.0.x:1;7.x-1.x:2;8.x-2.x:2
sam	1.0.x:1;1.1.x:33;1.2.x:2;1.3.x:11673
imagelightbox	2.0.x:64;2.1.x:32;2.2.x:659;8.x-1.x:65
tocify	3.0.x:6;3.1.x:23;7.x-1.x:11;8.x-1.x:3;8.x-2.x:6
css_js_agg_retention	1.0.x:13
graphql_vertex_ai	1.2.x:9
layout_block	1.0.x:7
tca	2.0.x:8;3.0.x:350;3.1.x:307;7.x-1.x:63;8.x-1.x:6
pseudo_title	8.x-1.x:73;8.x-2.x:80
embedded_content_sdc	1.0.x:13
typescript_generator	3.0.x:6
entity_reference_pagination_formatter	1.0.x:2
modal_page	4.0.x:18;4.1.x:146;5.0.x:343;5.1.x:2564;6.0.x:223;7.x-1.x:46;8.x-2.x:73
webform_config_ignore	8.x-1.x:1830
recaptcha_extra	2.1.x:3;8.x-1.x:8
remove_entity_untranslatable_field_validation	8.x-1.x:1343
cookie_condition	2.0.x:104;8.x-1.x:12
feeds_tamper_ai	1.0.x:17
yg_intechnic	2.0.x:3;8.x-1.x:5
multiple_email	2.0.x:2;3.0.x:2;6.x-1.x:4;7.x-1.x:59
abinbev_gmap	1.0.x:1
geofield_map	11.0.x:709;11.1.x:9778;3.0.x:3317;8.x-1.x:21;8.x-2.x:1478
childfocus_notfound	1.0.x:247;2.0.x:1
sector_social_follow	1.0.x:19
views_id	1.0.x:13
profile_tabs	1.0.x:2
reroute_email_be	1.0.x:2
image_url_formatter	2.0.x:2064;7.x-1.x:15269;8.x-1.x:11332
style_options	1.0.x:43;1.1.x:3004;2.0.x:4
media_thumbnail_url_formatter	2.0.x:132;3.0.x:52;4.0.x:701;8.x-1.x:2
current_page_entity_tokens	2.0.x:523;8.x-1.x:142
ebt_bootstrap_button	1.3.x:4;1.4.x:91
lb_plus	2.1.x:31;3.1.x:3;3.2.x:8;3.3.x:15;3.5.x:4;3.6.x:64
tour_extras	1.0.x:18
openy_lily	1.1.x:3;1.2.x:6;2.0.x:3
video_embed_field	3.0.x:12782;3.1.x:11342;3.x:36;7.x-1.x:3;7.x-2.x:16383;8.x-1.x:3443;8.x-2.x:50290
twitter_embed	8.x-1.x:792
revision_author_tokens	1.0.x:9;1.1.x:235
one_time_password	2.0.x:102;8.x-1.x:97
cookiebot_gtm	1.0.x:152
monit_drupal_connector	1.0.x:8;1.2.x:4;2.0.x:60
ckeditor_text_transformation	2.0.x:16
comment_on_top	1.1.x:2
address_formatter	8.x-2.x:253
ept_views	1.4.x:131
fepper	10.0.x:34;7.x-2.x:4;7.x-3.x:7;8.x-2.x:6;8.x-3.x:3
webform_private_elements	2.0.x:7
user_mail_control	1.0.x:2
ckeditor5_scroll_fix	1.0.x:1
entity_note_block	1.0.x:1
color_field	3.0.x:36759;7.x-1.x:3280;7.x-2.x:1619;8.x-2.x:4741
ckeditor_media_embed	2.0.x:2025;2.x:1;8.x-1.x:2018
country	2.0.x:123;2.1.x:3116;8.x-1.x:928
create_user_permission	2.0.x:957;2.x:76;7.x-1.x:31;8.x-1.x:50
facets_range_input	2.0.x:69;8.x-1.x:3
pub_options	2.0.x:49;3.0.x:7;3.1.x:6
thron	2.0.x:8;3.0.x:1
video_embed_brightcove	8.x-1.x:93
views_pretty_preview	1.0.x:6
adva	8.x-1.x:299
cp2clip	1.0.x:146
vvjl	1.0.x:95
tmgmt_google_batch	8.x-1.x:51
builder_notes	2.1.x:9
jquery_ui_checkboxradio	2.0.x:1269;2.1.x:10539;8.x-1.x:1415
display_machine_name	2.0.x:77;8.x-1.x:13
drupy	1.0.x:5;1.2.x:37
twig_block_by_id	1.0.x:16
riddle_marketplace	4.0.x:9;8.x-2.x:1;8.x-3.x:8
dsfr_libraries	1.0.x:5
commerce_chronopost	1.0.x:2
spreaker	8.x-1.x:1
telephone_plus	2.0.x:7;2.1.x:6;9.1.x:137
moodle_rest	1.0.x:7;1.1.x:13
browser_ai_ckeditor	1.0.x:8
date_all_day	2.0.x:216;2.1.x:3706;8.x-1.x:143
commerce_cart_dialog	1.1.x:8
particles_orange	1.0.x:3;1.2.x:2
wsolution	2.0.x:1
migrate_retry	2.0.x:51
daterange_simplify	2.0.x:43;8.x-1.x:1
social_pwa	2.0.x:1;2.1.x:31;8.x-1.x:4
ga_dashboard	1.0.x:24
tasty_backend_group	8.x-1.x:1
recipe	5.x-1.x:1;6.x-1.x:6;7.x-1.x:128;7.x-2.x:3;8.x-2.x:179
module_manager	1.0.x:4
age_field_formatter	3.0.x:365;8.x-2.x:33
comma_separated_string_widget	1.1.x:21
ses_email_bounce	1.1.x:9
counter	6.x-2.x:81;7.x-1.x:1680;8.x-1.x:263
opcachectl	3.0.x:93
uli_custom_workflow	1.0.x:15;2.0.x:26
decoupled_auth	2.0.x:8;3.0.x:1;3.1.x:19;8.x-1.x:2
address_id	2.2.x:12;8.x-1.x:3
group_hierarchy	1.0.x:1
config_patch	3.0.x:335;8.x-2.x:4
tempstore_plus	1.0.x:115
nice_imagefield_widget	7.x-1.x:116;7.x-2.x:2;8.x-1.x:24;8.x-2.x:5;8.x-3.x:13
ai_interpolator_scenex	1.0.x:1
trim	2.0.x:877;7.x-1.x:830;8.x-1.x:12
views_fields_on_off	2.0.x:613;7.x-1.x:25;8.x-1.x:34
flexistyle_bootstrap	1.2.x:19;1.3.x:151
yg_corp	2.0.x:8;8.x-1.x:14
existing_filenames_sanitizer	1.0.x:4
trash	3.0.x:17084;3.x:1
plugin	8.x-2.x:2019
views_flag_refresh	1.0.x:685;6.x-1.x:10;7.x-1.x:946
video_embed_wistia	2.0.x:11;2.1.x:410;3.0.x:3;8.x-1.x:21
tmgmt_diff	1.0.x:16
commerce_pvt	2.0.x:7;3.0.x:2;8.x-1.x:4
disable_libraries	0.1.x:2
mdp	1.1.x:1
email_obfuscator	1.0.x:22
rebuilder	1.0.x:1;1.3.x:1
unique_field_ajax	2.0.x:7;2.1.x:139;2.2.x:1111;8.x-1.x:93
imagefield_default_alt_and_title	3.0.x:52;7.x-1.x:31;8.x-1.x:64;8.x-2.x:115
saar	1.0.x:39
theme_by_author	2.0.x:2;8.x-1.x:1
metatag_ai_generate	1.0.x:1
layout_builder_browser	8.x-1.x:5104
civicrm_member_roles	8.x-1.x:326
image_field_360	2.0.x:151;8.x-1.x:20
commerce_shipping_extra_weight_rate	1.0.x:21
sync_clients	1.0.x:2
layout_builder_ipe	1.0.x:77
extra_body_classes	8.x-1.x:67;8.x-2.x:2;8.x-3.x:105
rating_app	1.0.x:9
bibcite_import_oai	1.1.x:7
ui_suite_olivero	1.0.x:5
media_entity_dreambroker	2.1.x:2
wedia	1.0.x:2
jsonapi_node_preview	1.0.x:496
current_date_time	1.0.x:2
jwt_block	1.0.x:1
advanced_search	2.0.x:38;2.1.x:41;2.2.x:23;2.3.x:10;2.4.x:592
ip_language_negotiation	7.x-1.x:51;8.x-1.x:213
farm_coffee	1.0.x:1
status_dashboard_client	2.0.x:626
paragraphs_collection	8.x-1.x:214
creative_innovative	1.2.x:8;9.1.x:80
colorbox_entity_display	1.0.x:63
ajax_login_register_modal	1.0.x:2
juxtapose	1.0.x:2
commerce_abandoned_carts	2.0.x:1901;7.x-1.x:48;8.x-1.x:18
highlight_js	1.1.x:23;1.2.x:160
lms_webform	1.0.x:32
expose_actions	2.1.x:2
jsonapi_views	8.x-1.x:1985
share_everywhere	2.0.x:421;2.x:2;3.0.x:763;3.x:3;8.x-1.x:259
filelog	2.0.x:124;2.1.x:597;3.0.x:469;6.x-1.x:1;8.x-1.x:2
taxonomy_path_breadcrumb	8.x-1.x:344
pagebreak	3.0.x:78;8.x-1.x:49;8.x-2.x:57
drulma_companion	2.0.x:1;2.1.x:17;2.2.x:11;2.x:5;8.x-1.x:9
append_file_info	7.x-1.x:19;8.x-1.x:26
mautic_api	2.0.x:4
single_language_url_prefix	2.0.x:481;2.1.x:542
views_minimum	1.0.x:20
gamification	1.0.x:5;2.0.x:8
commerce_payu	7.x-1.x:16;8.x-1.x:8
scrollrevealjs	1.0.x:2
select2_all	8.x-1.x:1274
config_translation_po	1.0.x:701
login_tracker	2.0.x:512;7.x-1.x:92;8.x-1.x:116
maxlength_auto	1.0.x:40
data_pipelines_sftp	1.2.x:9
bitly_links	8.x-1.x:5
tasty_backend_media	1.0.x:4
languagefield	7.x-1.x:257;8.x-1.x:3513
taxonomy_container	2.0.x:2;7.x-1.x:239;8.x-1.x:410
web_accessibility	8.x-1.x:269
request_data_conditions	8.x-1.x:164
ai_provider_google_vertex	1.1.x:89
sync_uuids	1.1.x:41
signageos	2.5.x:5
rename_admin_paths	3.0.x:1010;3.1.x:3033;7.x-2.x:4380;8.x-1.x:783;8.x-2.x:5300
commerce_checkout_order_fields	3.0.x:1503;8.x-1.x:1870
jquery_timepicker	2.0.x:593
node_access_grants	8.x-2.x:5;8.x-3.x:29;8.x-4.x:198
textarea_limit	3.0.x:136;3.x:65;8.x-2.x:20
pm_carousel_views	1.1.x:21
opengraph_filter	7.x-1.x:28;8.x-1.x:15
login_history	2.0.x:4520;6.x-1.x:3;7.x-1.x:934;8.x-1.x:462
message_recipient	1.0.x:1
commerce_gallery	1.0.x:5;2.0.x:9
human_decimal	3.0.x:594;8.x-1.x:34
media_crowdriff	1.1.x:557
daxko	1.0.x:88
popin	2.0.x:5;2.1.x:88;8.x-1.x:1
colonel	2.1.x:10;2.2.x:28
alt_text_import_csv	1.0.x:9
oidc_franceconnect_client	1.0.x:1
az_blob_fs	3.0.x:139;8.x-1.x:16;8.x-2.x:245
twofactor	8.x-1.x:66
igrowl	2.0.x:35;7.x-1.x:9;8.x-1.x:10
govuk_webform_elements	8.x-1.x:7
lucidpress_dam	1.0.x:1
hashids_token	1.0.x:8
node_edit_protection	6.x-1.x:4;7.x-1.x:470;8.x-1.x:4113
limited_field_widgets	2.0.x:261;2.1.x:495;3.0.x:1444;8.x-1.x:5
url_entity	1.0.x:267
analyze_ai_sentiments	1.1.x:9;1.2.x:105
layout_builder_sections_access	1.0.x:83
sgd_watchdog_summary	1.0.x:46
commerce_limit_subscriptions	1.0.x:3
mathjax	3.0.x:94;4.0.x:97;4.1.x:4876;4.x:1;6.x-1.x:8;7.x-1.x:15;7.x-2.x:470;8.x-2.x:59
media_link_enhancements	1.0.x:182;2.0.x:67
commerce_worldline	8.x-1.x:25
content_language_switcher	1.0.x:9
ds_slider	1.0.x:6
mmpp	1.0.x:4
oai_pmh_harvester	2.0.x:3
axe_core	1.0.x:2
dimension	2.0.x:18;2.1.x:2387;7.x-1.x:80;8.x-1.x:14
print_this_page	1.0.x:84
splitting	1.0.x:47
make_array_associative	1.0.x:42
page_cache_boost	1.0.x:7
notification_server	1.0.x:2
schema_viewer	1.0.x:2
simple_fivestars	2.0.x:2
views_geojson	7.x-1.x:637;8.x-1.x:1632
uikit	7.x-2.x:26;7.x-3.x:58;8.x-2.x:4;8.x-3.x:354
asm	1.0.x:1
amp	7.x-1.x:338;8.x-1.x:20;8.x-2.x:60;8.x-3.x:838
facets_prefix_suffix	2.0.x:34
refreshless	2.0.x:3
pusher_api	3.0.x:1;7.x-1.x:2
zeropoint	6.x-1.x:92;6.x-2.x:18;6.x-4.x:34;6.x-6.x:1;7.x-1.x:118;7.x-3.x:45;7.x-4.x:711;8.x-1.x:921
translated_config	2.0.x:294;8.x-1.x:62
transparse	1.0.x:10
ckeditor5_deepl	1.0.x:3
add_content_by_bundle	1.0.x:6;1.1.x:24;1.2.x:5168;2.0.x:5
require_login	3.0.x:3030;6.x-1.x:1;7.x-1.x:9;7.x-2.x:283;8.x-1.x:33;8.x-2.x:237
file_management	8.x-1.x:123;8.x-2.x:786
block_library	1.0.x:468
accordion_blocks	2.0.x:158;6.x-1.x:1;7.x-3.x:382;8.x-1.x:31
telegram_api	1.0.x:59;2.0.x:71
ws_colorway_canada	1.2.x:3;1.3.x:15;2.0.x:7
contact_mail_formatter	1.0.x:17
redirect_after_login	3.0.x:7538;8.x-2.x:4051
wingsuit_companion	8.x-1.x:1;8.x-2.x:198
group_context_path_prefix	1.1.x:36
entity_edit_redirect	8.x-1.x:4
xntttsv	1.0.x:3
commerce_shipping_product_exclude	1.0.x:1
purge_file	1.1.x:235;1.2.x:117;1.3.x:2011
switch_page_theme	4.0.x:1531;8.x-1.x:469;8.x-3.x:40
context_active_trail	8.x-1.x:335;8.x-2.x:561
bulma	3.0.x:2;8.x-1.x:261
vvjb	1.0.x:158
release_version	1.1.x:1;1.2.x:88
migration_notify	1.2.x:58
dropfort_update	2.1.x:49;7.x-1.x:3;7.x-2.x:8
m4032404	2.0.x:861;7.x-1.x:164;8.x-1.x:607
field_report	8.x-1.x:1;8.x-2.x:526
recombee	2.0.x:57
migrate_html_to_paragraphs	2.0.x:36;8.x-1.x:3
ckeditor5_html_support	1.0.x:27
scheduled_message	2.0.x:10
entity_agree	2.0.x:4
regon	8.x-1.x:1
jsonapi_aliases	2.0.x:24;8.x-1.x:2
jouve_project_version	2.0.x:14;2.1.x:20
dashboards	2.0.x:33;2.1.x:2414;8.x-1.x:9
webp_extras	1.0.x:2;2.0.x:763
media_remote_social	1.0.x:3;1.1.x:38
better_taxonomy	1.0.x:25
commerce_promotion_by_amount	1.0.x:1678
views_field_select_filter	8.0.x:24;8.x-1.x:839
csvfile_formatter	1.0.x:137
content_moderation_bypass	8.x-1.x:118
openintranet_documents	1.0.x:72
deepgram	1.0.x:12
last_updated_content	1.0.x:8
ept_image_gallery	1.4.x:389
paragraphs_tabs_bootstrap	1.0.x:37
entitytype_filter	3.0.x:5
drush_clear_plugins_cache	1.0.x:2
crowd	7.x-2.x:10
colorpalette	1.0.x:508
sector_multipage	1.0.x:25
szentirashu_formatter	3.0.x:5
farm_rcd	1.4.x:8
batch_jobs	7.x-1.x:4;8.x-1.x:11
webform_entity_handler	2.0.x:929;8.x-1.x:144
twig_render_this	2.0.x:586;8.x-1.x:167
monsido_tools	1.0.x:12;1.1.x:36
file_access_fix	8.x-1.x:33
rcr	2.0.x:1;2.1.x:7
codit_menu_tools	1.0.x:3
menu_block	5.x-1.x:1;6.x-2.x:843;7.x-2.x:41738;7.x-3.x:85;8.x-1.x:65736
unpublished_404	2.0.x:2939;7.x-1.x:100;8.x-1.x:39
webform_quiz	8.x-1.x:8;8.x-2.x:164;8.x-3.x:62
flat_menus	1.0.x:32
random_404_page	1.0.x:8
addtocal	3.0.x:3363;7.x-1.x:670;8.x-1.x:93;8.x-2.x:43
google_text_to_speech	8.x-1.x:2;8.x-2.x:270
qr_generator	1.0.x:41;2.0.x:18
static_server	7.x-1.x:2
webform_group	1.0.x:171;2.0.x:276;3.0.x:194
file_linktext_formatter	1.0.x:469
paragraphs_wrap_by_field	1.0.x:59
eduframe	1.0.x:1
markdown	3.0.x:344;3.1.x:558;5.x-1.x:1;6.x-1.x:143;7.x-1.x:1597;7.x-2.x:3;8.x-1.x:142;8.x-2.x:10
anonymous_token	2.0.x:31;3.0.x:460;7.x-1.x:15
notificationswidget	2.0.x:65;8.x-1.x:202
dsfr	2.1.x:50;3.0.x:106
element_embed	8.x-1.x:95
regionincontent	8.x-1.x:25
webform_qr_code_element	1.2.x:19
article_grid_view_block	1.0.x:6
language_switcher_extended	8.x-1.x:6419
config_auto_export	2.0.x:1;2.1.x:1;2.2.x:178;8.x-1.x:3
sumoselect	8.x-1.x:91
brreg_api	1.0.x:5
referenced_term_formatter	1.1.x:5
field_display_label	2.0.x:1085;7.x-1.x:578;8.x-1.x:2087
extra_field_description	2.0.x:282;7.x-1.x:73;8.x-1.x:122
commerce_checkout_link	8.x-1.x:46
gin_resizable_sidebar	1.0.x:6
fac	2.0.x:21;2.1.x:32;2.2.x:748;7.x-1.x:23;8.x-1.x:16
condition_path	1.0.x:6;2.0.x:88;3.0.x:325
simple_sitemap_diwoo	1.0.x:4
facets_pretty_paths	2.0.x:5254;8.x-1.x:1412
civicrm_entity	4.0.x:1044;7.x-1.x:3;7.x-2.x:661;8.x-3.x:104
search_current_language	1.0.x:383
text_block	8.x-1.x:267
rest_password_reset	1.0.x:4;1.1.x:87
user_visits	2.0.x:11;5.x-1.x:1;6.x-1.x:7;7.x-1.x:40
overview_builder	2.0.x:1;3.0.x:4
firebase_config_manager	1.0.x:1
drutopia_campaign	2.0.x:3;8.x-1.x:4
dsfr_core	2.1.x:3
cacheviz	1.0.x:2
link_description_attributes	1.0.x:1
site_version_host	2.0.x:1
simple_search_form	8.x-1.x:2696
active_tags	1.0.x:222;6.x-1.x:44;6.x-2.x:4;7.x-2.x:410
media_upload	3.0.x:40;8.x-1.x:4;8.x-2.x:8
config_direct_save	3.0.x:1153;8.x-1.x:81;8.x-2.x:99
group_term	2.0.x:4;2.1.x:36;3.1.x:252;4.0.x:7;4.1.x:418
webform_shs	2.0.x:650;7.x-1.x:109;8.x-1.x:197
braintree_api	4.0.x:27
paragraphs_features	2.0.x:2659;2.1.x:1319;2.2.x:16257;8.x-1.x:1793
metatag_import_export_csv	7.x-1.x:58;8.x-1.x:1404
diba_clean	1.0.x:29
telephone_e164	1.0.x:2
emulsify_drupal	2.2.x:1;4.1.x:5;4.9.x:7;8.x-1.x:1
drutopia_blog	8.x-1.x:9
login_emailusername	2.0.x:27;2.1.x:1976;3.0.x:9325;7.x-1.x:913;8.x-1.x:773
rest_menu_items	3.0.x:1810;8.x-1.x:6;8.x-2.x:77
error_log	7.x-1.x:147;8.x-1.x:480
env_variables	3.0.x:48;8.x-2.x:20
remove_status_messages	1.0.x:19
userref	2.0.x:4
search_api_field_datasource	1.0.x:3
commerce_fedex	2.0.x:147;7.x-1.x:77;8.x-1.x:108
eca_content_access	1.0.x:9;2.0.x:77;2.1.x:2
songbook	1.0.x:5
schema_vacation_rental	1.0.x:2
unep_legislation	1.0.x:2
xara	1.0.x:27;1.1.x:28;10.1.x:277;11.0.x:298
field_gallery	2.0.x:361;8.x-1.x:214
views_data_export_excel	1.0.x:110
status_dashboard	2.0.x:45
entity_links_bulk_processor	1.0.x:4
quickedit	1.0.x:30469;2.0.x:9331;7.x-1.x:1078
taxonomy_menu_ui	2.0.x:107;3.0.x:5389;8.x-1.x:273
views_alias_filter	1.0.x:528
views_split	8.x-1.x:49
quick_shortcuts	1.0.x:1
facets	2.0.x:26593;3.0.x:23634;8.x-1.x:3284
ckeditor_config	8.x-1.x:5;8.x-2.x:65;8.x-3.x:1287
vbo_export	4.0.x:5;4.1.x:2232;4.2.x:65;7.x-1.x:236;8.x-2.x:13;8.x-3.x:250
cmlexchange	8.x-1.x:27
vcf	1.0.x:1
purge_users	4.0.x:465;5.0.x:63;7.x-1.x:5;7.x-2.x:73;8.x-1.x:6;8.x-2.x:13;8.x-3.x:47
gcommerce	2.0.x:1;3.0.x:15;8.x-1.x:3
case_sensitive_user_login	1.0.x:5
simple_cron	1.0.x:84;1.1.x:3588
search_exclude_nid	2.0.x:362;7.x-1.x:180;8.x-1.x:34
